"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 02 20:13:23 GMT 2024","Fri Feb 02 20:13:24 GMT 2024","381","","Usuários","","","","Criar usuário @POST",""
